BLVDD0730,150,110
BVAR0844,4,110
INF267,294,110
BVAR0235,139,111
BVAR0412,52,111
BVAR0589,399,111
BVAR0529,375,111
BVAR0623,160,111
BVENT0252,127,111
BLVDD0127,154,111
BOUL0893,262,111
BLVDD0740,1,111
BVENT0101,135,111
BLVDD0614,70,111
BOUL0883,151,111
BMOV0660,209,111
INF246,241,111
BMOV0666,264,111
BLVDD0776-A2B5,63,112
BVAR0722,415,112
BOUL0821,66,113
UWI0121,721,113
BOUL0988,51,113
BOUL0900,660,113
BVAR0242,196,113
BVENT0851,60,113
BVAR0406,17,114
BVAR0529,400,114
BMOV0657,245,114
BLVDD0611,12,114
BVAR0238,83,114
BOUL0455,581,114
BVENT0513,109,114
BMOV0660,217,114
BVENT0877,332,114
BVAR0622,18,114
BVENT0089,177,114
BVAR0522,32,114
BOUL0583,98,114
BLVDD0671,2,114
BLVDD0776-A2B5,95,115
BLVDD0779,42,116
BOUL0693,146,117
BOUL0994,472,117
UWI0074,856,117
BVAR0144,129,118
UMDBV1227,79,118
UMDBV0609,556,118
UMDBV0614,404,118
UMDBV0702,1148,118
BLVDD0670,24,119
BVAR0268,120,119
BVAR0541,177,119
BVENT0093,173,119
BVAR0519,150,119
BVAR0244,60,119
BVENT0594,161,119
BMOV0661,371,119
BVENT0145,72,119
UW90750,572,119
BVAR0404,1,119
UWI0055,174,119
BOUL0890,45,119
BVENT0681,153,119
BOUL0031,81,119
UMDBV1889,1426,120
BOUL0995,703,120
BLVDD0777,60,121
BLVDD0776,31,121
BLVDD0778-4,64,122
BLVDD0778-4,95,123
BLVDD0598,821,124
BOUL0071,848,124
BMOV0660,997,124
BLVDD0681-H,447,125
BVAR0527,764,125
AVEDD0535-H,497,125
AVEDD0527-H,572,125
BLVDD0785-H,487,125
BVAR0545,476,125
BLVDD0467-H,497,126
AVEDD0561-H,571,126
BLVDD0113-H,572,126
BLVDD0039-H,566,126
BLVDD0456-H,566,126
BLVDD0072-H,572,126
BLVDD0158-H,495,126
BOUL0588,23,127
BOUL0590,69,127
BLVDD0110,114,127
BVENT0581,42,127
BVAR0608,776,127
BOUL0989,10,127
BOUL0153,66,127
BVENT0790,109,127
BVAR0612,98,127
BVAR0524,301,127
BLVDD0108,168,128
INF231,501,128
BVAR0605,350,128
BOUL0991,110,128
BVENT0738,29,128
BVAR0584,150,128
9780954835880,285,128
BVENT0144,341,128
UMDBV0764,1140,129
UMDBV1119,362,129
UMDBV1119,538,129
BLVDD0093,55,130
BOUL0061,31,130
BVAR0607,185,130
BOUL0994,97,130
9780954835897,596,130
UWI0038,1276,130
BOUL0881,200,130
BOUL0067,689,131
BLVDD0035-H,446,131
BLVDD0470-H,272,131
BLVDD0694-H,565,131
BLVDD0709-H,572,131
BLVDD0972-H,98,131
BLVDD0492-H,109,131
BVAR0141,674,132
BVENT0277,176,132
BVAR0210,100,132
BVAR0207,100,132
BVAR0209,225,132
WNRD2271,547,132
BVENT0581,600,133
BVAR0590,574,133
BVAR0230,22,133
BVAR0616,492,133
UW90453,1672,134
UMDBV1293,7,135
UMDBV0753,520,135
UMDBV0701,198,135
UMDBV0799,431,135
BVENT0254,127,135
UMDBV1050,705,135
BVENT0578,128,135
UMDBV0968,570,135
UMDBV1042,465,135
BLVDD0108,182,136
BVAR0519,342,136
BOUL0992,61,136
BOUL0699,58,136
INF121,194,136
UWI0081,618,136
BVENT0127,182,136
UWI0052,484,136
INF473(BX4),138,136
BVAR0585,198,136
BVAR0263,820,137
BMOV0664,917,137
BOUL0057,846,138
BVAR0205,793,138
BLVDD0775,48,138
BLVDD0041,681,139
BVAR0727,428,139
BVAR0505,715,139
BVAR0851,240,140
BMOV0658,155,140
BVAR0431,573,140
FCEBX001,390,140
BVENT0990,80,140
BLVDD0050,26,140
BVAR0535,597,140
BVAR0726,624,141
MISP0298,513,141
UMDBV1361,1250,142
BVED0061,212,142
UMDBV0956,1188,143
BVENT0574,93,143
UMDBV0846,706,143
UMDBV0622,1457,143
UWI0058,167,143
UMDBV1376,1205,143
BOUL0820,207,144
BVAR0519,150,144
INF254,213,144
BOUL0993,32,144
9780954835897,375,144
9780954835866,360,144
INF247,375,144
BVAR0617,859,144
BVAR0533,295,144
BVAR0549,105,144
UMDBV0592,388,145
BOUL0824,1,145
UMDBV0715,525,145
UMDBV1056,609,145
5050582391251,1,145
BVENT0799,289,145
BVENT0697,63,145
INF247,300,145
BVAR0532,291,145
BVAR0533,48,145
CDU2X47PC4,193,146
UMDBV1426,255,147
BLVDD0087,8,147
UMDBV0598,191,147
UMDBV0754,2,147
BMOV0657,255,147
UMDBV1251,41,147
UMDBV0603,113,147
BLVDD0612,172,147
UMDBV0762,293,147
UMDBV0967,30,147
UMDBV1044,27,147
UMDBV1041,240,147
UMDBV1041,417,147
UMDBV0755,1,148
UMDBV0962,274,148
UMDBV0606,1479,148
UMDBV0766,676,148
UMDBV0621,1628,148
UMDBV0864,1,148
UMDBV0716,628,149
UMDBV0703,296,149
BVAR0594,170,149
UMDBV0599,883,149
UMDBV1282,429,149
UMDBV1171,260,149
UMDBV1366,708,149
UMDBV0702,53,149
BVAR0531,162,149
24354,28,149
BVED0055,139,149
BVAR0614,605,150
UMDBV1252,73,150
UMDBV0720,875,150
UMDBV0701,719,150
UMDBV0869,313,150
UMDBV1228,466,151
UMDBV0601,486,151
UMDBV0847,27,151
UMDBV1358,72,151
UMDBV0767,750,151
UMDBV0767,854,151
BVAR0626,45,151
UMDBV0617,54,151
UMDBV1356,33,151
UMDBV0772,4,151
UMDBV0627,143,151
AVEDD0513-H,471,152
BLVDD0046-H,397,152
BLVDD0110-H,571,152
BLVDD0656-H,441,152
BLVDD0009-H,446,153
BLVDD0108-H,496,153
BLVDD0421-H,565,153
BLVDD0463-H,571,153
BLVDD0701-H,369,153
BLVDD0442-H,565,153
BLVDD0109-H,497,153
BLVDD0410-H,497,153
BLVDD0224-H,497,153
BLVDD0737-H,568,153
BLVDD0668-H,497,153
INF020,1294,154
BOUL0456,159,154
BVAR0727,465,154
BOUL0454,434,154
BMOV0655,571,154
UMDBV1931,415,155
UMDBV0752,49,156
UMDBV1415,496,156
UMDBV0755,34,156
UMDBV0759,224,156
UMDBV0607,486,156
UMDBV1250,362,156
BVAR0611,16,156
UMDBV0708,199,156
UMDBV0742,470,156
BMOV0665,209,156
UMDBV0597,56,157
BVAR0548,731,157
UMDBV0973,294,157
BLVDD0076,93,157
UMDBV0855,359,157
UMDBV1359,89,157
UMDBV1364,26,157
UMDBV1372,631,157
BVAR0549,69,157
UMDBV1282,924,158
UMDBV1054,56,158
UMDBV1365,67,158
UMDBV1374,68,158
UMDBV1377,1299,158
UMDBV1253,220,158
UMDBV0957,1252,159
UMDBV1044,855,159
BVAR0011,37,160
UMDBV0623,426,160
UMDBV0902,1636,160
UMDBV1280,942,160
AVEDD0529-H,570,161
BLVDD0459-H,571,161
BLVDD0683-H,421,161
BLVDD0742,604,161
UMDBV1556,83,161
UWI0088,179,162
UMDBV0718,304,162
BVAR0141,212,162
UMDBV0760,107,162
BLVDD0095,414,162
UMDBV0765,226,162
UMDBV0688,528,162
UMDBV1113,770,163
UMDBV1379,1683,163
17806000,53,163
UMDBV0600,1440,164
UMDBV0710,141,164
UMDBV1866,198,164
UMDBV0610,548,164
UMDBV0714,722,164
UMDBV0686,258,164
UWI0007,175,165
UMDBV1367,251,165
UMDBV0704,200,165
INF224,304,165
UMDBV1380,1389,165
UMDBV1866,338,166
UMDBV0608,650,166
UMDBV1249,1005,167
UMDBV0618,1175,167
UMDBV1371,634,167
BOUL0290,60,168
BVENT0622,123,168
BOUL0288,72,168
BVENT0645,94,168
UMDBV1354,33,168
BVAR0581,90,168
UMDBV0970,245,168
UMDBV1378,108,168
BOUL0314,110,168
UMDBV1053,107,168
BOUL0294,82,168
BVENT0619,368,168
INF301,70,168
UMDBV0626,476,168
UMDBV0617,1033,169
INF126,1743,170
BOUL0900,430,171
BVAR0536,396,171
CDU2X47PC,7,172
CDU2X47PC,804,173
CDU2X47PC,352,174
AVEDD0554-H,446,175
AVEDD0557-H,497,175
BLVDD0043-H,566,175
BLVDD0044-H,571,175
BLVDD0071-H,572,175
BLVDD0462-H,571,175
BLVDD0466-H,199,175
BLVDD0495-H,360,175
BLVDD0496-H,496,175
BLVDD0626-H,427,175
BLVDD0662-H,497,175
BLVDD0736-H,563,175
9780954835873,0,1a
INF122,87,1a
UMDBV1279,0,1a
INF265,45,1a
UMDBV0763,0,1a
INF234,89,1a
INF233,80,1a
UMDBV0772,0,1a
UMDBV0966,0,1a
INF367,0,1a
UMDBV0764,0,1a
UMDBV0765,0,1a
BVENT0875,0,1a
INF048,42,1a
UMDBV1250,166,1a
UMDBV1362,0,1a
UMDBV0766,0,1a
BVENT0106,0,1a
BMOV0661,0,1a
DSL1241,0,1a
UMDBV0763,0,1a
UMDBV1375,0,1a
INF258,124,1a
UMDBV0864,218,1a
UMDBV1281,166,1a
UMDBV1367,8,1a
UMDBV1374,14,1a
UMDBV1378,195,1a
UMDBV1419,107,1a
UMDBV1373,166,1a
UMDBV1376,196,1a
BVENT0165,30,1a
UMDBV0968,169,1a
UMDBV0755,42,1a
9780954835866,60,1a
BOUL0065,57,1a
INF321,4,1a
9780954835866,51,1a
9780954835866,8,1a
UMDBV0724,45,1a
UMDBV0847,37,1a
9780954835866,60,1a
UMDBV0619,38,1a
UMDBV0599,67,1a
UMDBV1369,96,1a
UMDBV1369,30,1a
UMDBV0601,42,1a
9780954835880,11,1a
UMDBV1279,69,1a
9780954835880,74,1a
UMDBV1113,130,1a
BVAR0002,58,1a
UMDBV1286,86,1a
UMDBV1286,30,1a
BVAR0242,27,1a
UMDBV1361,58,1a
BVAR0526,17,1a
UMDBV1249,133,1a
UMDBV1361,68,1a
BLVDD0196,19,1a
BVAR0007,17,1a
BVENT0165,22,1a
BVENT0803,21,1a
UMDBV0902,158,1a
UMDBV0750,160,1a
BLVDD0598,20,1a
BOUL0993,25,1a
BOUL0031,24,1a
5050582005158,9,1a
BLVDD0459,2,1a
DY17492,2,1a
BLVDD0458,7,1a
BVAR0001,25,1a
BLVDD0455,7,1a
INF248,10,1a
BVENT0543,5,1a
BOUL0892,65,1a
BVAR0588,47,1a
5060076740076,48,1a
BLVDD0666,10,1a
BLVDD0156,12,1a
AVEDD0513,81,1a
BVAR0536,75,1a
BVENT0331,10,1a
BOUL0063,25,1a
INF224,4,1a
BLVDD0089,100,1a
BVAR0588,100,1a
INF253,83,1a
UMDBV0973,0,2a
UMDBV0767,0,2a
UMDBV1364,0,2a
UMDBV0869,0,2a
UMDBV0960,0,2a
UMDBV0760,0,2a
BVAR0557,0,2a
UMDBV1050,0,2a
UMDBV0759,0,2a
UMDBV0765,0,2a
UMDBV0864,0,2a
UMDBV1366,0,2a
UMDBV0764,0,2a
UMDBV0799,0,2a
UMDBV0846,0,2a
UMDBV1052,0,2a
UMDBV1254,0,2a
UMDBV1419,0,2a
BVAR0242,68,2a
INF204,10,2a
INF204,50,2a
UMDBV1257,64,2a
UMDBV1371,42,2a
UMDBV1362,28,2a
BVENT0192,74,2a
INF204,16,2a
BLVDD0089,26,2a
BLVDD0051,91,2a
UMDBV1291,108,2a
BVAR0536,15,2a
9780954835804,45,2a
5060076740076,49,2a
BVAR0536,47,2a
9780954835804,73,2a
INF254,20,2a
INF254,64,2a
BVENT0788,39,2a
BOUL0536,25,2a
BVENT0134,25,2a
BVENT0547,17,2a
BVENT0778,25,2a
BOUL0989,25,2a
BOUL0354,25,2a
INF246,18,2a
INF219,1,2a
BVENT0546,10,2a
BOUL0887,48,2a
BOUL0826,14,2a
BVENT0545,11,2a
BVENT0549,17,2a
BVENT0139,20,2a
BLVDD0008,66,2a
BOUL0886,99,2a
BVAR0088,57,2a
BOUL0031,25,2a
BOUL0132,19,2a
BVAR0079,23,2a
BVAR0242,100,2a
BLVDD0900,23,2a
INF126,18,2a
UMDBV0767,237,2a
BLVDD0693,25,2a
BLVDD0900,75,2a
BVENT0551,12,2a
INF247,36,2a
BVENT0851,82,2a
BLVDD0496,50,2a
INF231,100,2a
INF224,14,2a
INF234,20,2a
INF071,31,2a
BLVDD0900,75,2a
BVAR0557,100,2a
BVAR0557,16,2a
BOUL0355,25,2a
INF248,26,2a
INF249,20,2a
UMDBV0960,253,2a
BOUL0351,15,2a
BOUL0352,25,2a
BOUL0370,25,2a
BOUL0360,20,2a
INF234,40,2a
BOUL0358,25,2a
INF219,25,2a
BOUL0353,25,2a
BVENT0617,25,2a
BVENT0632,25,2a
BOUL0359,25,2a
BOUL0900,52,2a
BOUL0826,12,2a
INF204,103,2a
INF234,35,2a
BMOV0661,1,2a
BVENT0875,1,2a
INF248,18,2a
UMDBV0759,64,2a
BLVDD0782,64,2a
BOUL0045,25,2a
INF248,26,2a
BOUL0877,64,2a
BOUL0894,20,2a
BOUL0894,50,2a
INF248,39,2a
BVAR0233,45,2a
UMDBV1362,1,2a
BOUL0893,7,2a
UMDBV1364,90,2a
BLVDD0740,100,2a
BOUL0055,73,2a
BVAR0516,0,3a
UMDBV1358,0,3a
UMDBV0759,0,3a
UMDBV0761,0,3a
UMDBV1890,0,3a
UMDBV1356,0,3a
BVAR0613,0,3a
UMDBV0754,0,3a
UMDBV0762,0,3a
UMDBV0851,0,3a
UMDBV0761,0,3a
UMDBV0763,0,3a
UMDBV1373,0,3a
UMDBV1050,0,3a
UMDBV0761,0,3a
UMDBV0960,0,3a
INF206,0,3a
UMDBV0869,0,3a
UMDBV0766,0,3a
UMDBV0767,0,3a
UMDBV0763,0,3a
886973273920,0,3a
UMDBV0763,0,3a
UMDBV0764,0,3a
UMDBV0755,0,3a
UMDBV0763,0,3a
UMDBV0766,0,3a
UMDBV1043,0,3a
UMDBV1228,0,3a
UMDBV0846,0,3a
UMDBV0766,0,3a
UMDBV0765,0,3a
UMDBV0846,0,3a
UMDBV1367,0,3a
UMDBV1052,0,3a
BVENT0107,59,3a
UMDBV0760,0,3a
UMDBV0763,0,3a
UMDBV0764,0,3a
UMDBV0759,0,3a
UMDBV1286,0,3a
UMDBV1419,0,3a
UMDBV1050,0,3a
UMDBV1254,0,3a
UMDBV1415,0,3a
UMDBV0799,0,3a
UMDBV1281,0,3a
UMDBV0754,0,3a
UMDBV0862,0,3a
UMDBV1052,0,3a
UMDBV0760,0,3a
UMDBV1280,0,3a
UMDBV1376,0,3a
UMDBV1379,0,3a
UMDBV1415,0,3a
UMDBV0764,0,3a
UMDBV0764,0,3a
UMDBV0772,0,3a
UMDBV0869,0,3a
UMDBV1356,0,3a
UMDBV1380,0,3a
UMDBV0754,0,3a
UMDBV0755,0,3a
UMDBV0799,0,3a
UMDBV1286,0,3a
