
$ CUSTOMER	POS1						
$ USER	stewartpositive						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	Amazon reference ID: Y8421171						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	TW003-75596004824NNS	26					
$ ITEM	TW003-93624584728NNS	2					
$ ITEM	TW003-42282899026NNS	20					
$ ITEM	TW003-745099758622NNS	10					
$ ITEM	TW003-93624728320NNS	8					
$ ITEM	TW003-639842435222NNS	5					
$ ITEM	TW003-601215382426NNS	5					
$ ITEM	TW003-8811950927NNS	44					
$ ITEM	TW003-8811951924NNS	7					
$ ITEM	TW003-685738296224NNS	14					
$ ITEM	TW003-93624755722NNS	10					
$ ITEM	TW003-685738442027NNS	12					
$ ITEM	TW003-75678344329NNS	1					
$ ITEM	TW003-75678345227NNS	5					
$ ITEM	TW003-81227824129NNS	26					
$ ITEM	TW003-93624814627NNS	10					
$ ITEM	TW003-809274556721NNS	9					
$ ITEM	TW003-75596285025NNS	18					
$ ITEM	TW003-5050466393128NNS	12					
$ ITEM	TW003-809274973320NNS	24					
$ ITEM	TW003-5050466302120NNS	13					
$ ITEM	TW003-75679318220NNS	6					
$ ITEM	TW003-602498618592NNS	7					
$ ITEM	TW003-81227544225NNS	7					
$ ITEM	TW003-93624881025NNS	15					
$ ITEM	TW003-617465123627NNS	14					
$ ITEM	TW003-602498684559NNS	24					
$ ITEM	TW003-5050467487321NNS	4					
$ ITEM	TW003-81227462123NNS	46					
$ ITEM	TW003-93624933229NNS	18					
$ ITEM	TW003-5051011137129NNS	4					
$ ITEM	TW003-5051011284328NNS	20					
$ ITEM	TW003-825646335220NNS	27					
$ ITEM	TW003-75678396823NNS	15					
$ ITEM	TW003-602498427231NNS	15					
$ ITEM	TW003-93624948728NNS	6					
$ ITEM	TW003-93624330028NNS	16					
$ ITEM	TW003-81227999681NNS	15					
$ ITEM	TW003-825646981489NNS	17					
$ ITEM	TW003-886971770124NNS	2					
$ ITEM	TW003-81227994655NNS	5					
$ ITEM	TW003-75678993220NNS	34					
$ ITEM	TW003-602517884533NNS	6					
$ ITEM	TW003-825646935062NNS	17					
$ ITEM	TW003-600753152683NNS	15					
$ ITEM	TW003-602527001463NNS	3					
$ ITEM	TW003-825646899111NNS	4					
$ ITEM	TW003-93624976868NNS	21					
$ ITEM	TW003-5051865434023NNS	6					
$ ITEM	TW003-93624975700NNS	14					
$ ITEM	TW003-81227985080NNS	25					
$ ITEM	TW003-602527098821NNS	11					
$ ITEM	TW003-75678956256NNS	2					
$ ITEM	TW003-886976234225NNS	4					
$ ITEM	TW003-93624974154NNS	12					
$ ITEM	TW003-75678954443NNS	20					
$ ITEM	TW003-600753241110NNS	6					
$ ITEM	TW003-75678924248NNS	2					
$ ITEM	TW003-602527416076NNS	18					
$ ITEM	TW003-600753299890NNS	7					
$ ITEM	TW003-600753308431NNS	44					
$ ITEM	TW003-75678892929NNS	7					
$ ITEM	TW003-602527532875NNS	1					
$ ITEM	TW003-28947641988NNS	12					
$ ITEM	TW003-5052498444021NNS	14					
$ ITEM	TW003-600753331859NNS	51					
$ ITEM	TW003-886978720320NNS	3					
$ ITEM	TW003-639842515825NNS	10					
$ ITEM	TW003-602527749518NNS	10					
$ ITEM	TW003-602527790893NNS	37					
$ ITEM	TW003-602527811468NNS	12					
$ ITEM	TW003-602527829142NNS	37					
$ ITEM	TW003-602527809472NNS	1					
$ ITEM	TW003-600753358986NNS	24					
$ ITEM	TW003-602527850597NNS	14					
$ ITEM	TW003-602527904368NNS	14					
$ ITEM	TW003-602527904542NNS	50					
$ ITEM	TW003-600753366769NNS	15					
$ ITEM	TW003-600753375204NNS	42					
$ ITEM	TW003-75678826498NNS	2					
$ ITEM	TW003-5053105215522NNS	41					
$ ITEM	TW003-5053105215553NNS	7					
$ ITEM	TW003-600753387764NNS	21					
$ ITEM	TW003-602537043026NNS	7					
$ ITEM	TW003-28947649748NNS	12					
$ ITEM	TW003-602537069170NNS	12					
$ ITEM	TW003-600753398197NNS	76					
$ ITEM	TW003-16861765880NNS	10					
Amazon.co.uk	FBA Goods-In Area	Ffordd Amazon	Crmlyn Burrows	Swansea		SA1 8AX	UK
