$ CUSTOMER	QUANTUM						
$ USER	rabeelquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS							
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	4505608						
$ DEFAULTCUSTREF2	4505816						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	2202	4					
$ ITEM	2707	1					
$ ITEM	3911	1					
$ ITEM	3914	1					
$ ITEM	4317	1					
$ ITEM	7071	2					
$ ITEM	20495	1					
$ ITEM	20497	1					
$ ITEM	46759	1					
$ ITEM	720325	3					
$ ITEM	748471	3					
$ ITEM	751110	1					
$ ITEM	756040	2					
$ ITEM	760164	1					
$ ITEM	769100	1					
$ ITEM	796134	2					
$ ITEM	99000001	1					
$ ITEM	5032260610021	2					
$ ITEM	A3024DVD	1					
$ ITEM	A7441DVD	1					
$ ITEM	ADVD001	1					
$ ITEM	ADVD003	1					
$ ITEM	ADVD006	1					
$ ITEM	ADVD020	1					
$ ITEM	ADVD021	1					
$ ITEM	ADVD044	3					
$ ITEM	ADVD048	1					
$ ITEM	ADVD054	1					
$ ITEM	ADVD062	1					
$ ITEM	ADVD070	1					
$ ITEM	ADVD074	1					
$ ITEM	ADVD077	1					
$ ITEM	ADVD102	1					
$ ITEM	ADVD107	3					
$ ITEM	ADVD110	1					
$ ITEM	ADVD116	2					
$ ITEM	ADVD119	1					
$ ITEM	ADVD124	1					
$ ITEM	ADVD154	2					
$ ITEM	ADVD165	1					
$ ITEM	ADVD171	2					
$ ITEM	ADVD177	1					
$ ITEM	ADVD179	1					
$ ITEM	ADVD1876	1					
$ ITEM	ADVD1877	1					
$ ITEM	ADVD1884	1					
$ ITEM	ADVD1885	2					
$ ITEM	AIZIK2	1					
$ ITEM	AIZIK4	1					
$ ITEM	AV600107	2					
$ ITEM	BC-16	1					
$ ITEM	BC-2	1					
$ ITEM	CAP-2	1					
$ ITEM	CAP-3	1					
$ ITEM	CHIAO1	1					
$ ITEM	CHINEN1	1					
$ ITEM	CMV7005	2					
$ ITEM	DFD04	1					
$ ITEM	DUK0446	3					
$ ITEM	DW16705	2					
$ ITEM	DW16713	3					
$ ITEM	EACD1427	3					
$ ITEM	EACD1467	3					
$ ITEM	FDVD2069	1					
$ ITEM	GCT074	1					
$ ITEM	GCT318	1					
$ ITEM	GP086	1					
$ ITEM	HL00642053	1					
$ ITEM	HPL1506	1					
$ ITEM	HSD011	1					
$ ITEM	HTD9775	1					
$ ITEM	HVACR642	1					
$ ITEM	HVACTS696	1					
$ ITEM	HVCCM659	1					
$ ITEM	HVCTD654	1					
$ ITEM	HVJNS660	1					
$ ITEM	HVMOP680	1					
$ ITEM	IDS1	3					
$ ITEM	IDS3	3					
$ ITEM	IDS5	3					
$ ITEM	IDS6	3					
$ ITEM	JFCDVD7	3					
$ ITEM	JMW003	1					
$ ITEM	JRDVD8017	1					
$ ITEM	K4466DVD	2					
$ ITEM	K4467DVD	3					
$ ITEM	KA8409DVD	1					
$ ITEM	KA8741DVD	1					
$ ITEM	KA8744DVD	1					
$ ITEM	KA8746DVD	1					
$ ITEM	KA8747DVD	1					
$ ITEM	KA8748DVD	1					
$ ITEM	KA8750DVD	1					
$ ITEM	KA8764DVD	1					
$ ITEM	KICK1559	2					
$ ITEM	LSD04	3					
$ ITEM	LSD10	1					
$ ITEM	M213704	1					
$ ITEM	M33120	3					
$ ITEM	M85190	9					
$ ITEM	MDV052	1					
$ ITEM	MSD1220	1					
$ ITEM	MSD1228	2					
$ ITEM	MSDVD562	1					
$ ITEM	MSDVD604	1					
$ ITEM	MSDVD671	1					
$ ITEM	MVD5018D	1					
$ ITEM	MW004	1					
$ ITEM	QLDVD0293	5					
$ ITEM	QLDVD17622	1					
$ ITEM	QLDVD6469	1					
$ ITEM	QLDVD7099	2					
$ ITEM	QLDVD7134	1					
$ ITEM	QLDVD7139	1					
$ ITEM	QLDVD7151	1					
$ ITEM	RL920	1					
$ ITEM	SD24	1					
$ ITEM	SFP1778	3					
$ ITEM	SP2059	1					
$ ITEM	STDC0109	1					
$ ITEM	STDC1210	1					
$ ITEM	STDC1234	1					
$ ITEM	SVD107	1					
$ ITEM	SVD5130	1					
$ ITEM	SVD5208	1					
$ ITEM	SVD6	1					
$ ITEM	SVD7	1					
$ ITEM	SY8807D	1					
$ ITEM	TL1683	1					
$ ITEM	TTR22	1					
$ ITEM	XTD919	1					
Gardners Books	Goods- In Area	1 Whittle Drive	Willingdon Drove	Eastbourne		BN23 6QH	UK
