$ CUSTOMER	QUANTUM						
$ USER	rabeelquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	P/O: BM100083982						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	RDR0039	1					
$ ITEM	HL00641844	1					
$ ITEM	QLDVD6443	1					
$ ITEM	STDC1258	1					
$ ITEM	SVD5134	1					
$ ITEM	JD11021	1					
$ ITEM	HL00641678	1					
$ ITEM	IMP906842	1					
$ ITEM	GW505	2					
$ ITEM	82428	1					
$ ITEM	QLDVD6878	3					
$ ITEM	QLDVD0300	1					
$ ITEM	82426	1					
$ ITEM	Y5045DVD	1					
$ ITEM	RDR0067	1					
$ ITEM	QLDVD6676	1					
$ ITEM	STDC0113	1					
$ ITEM	IMP901904	1					
$ ITEM	QLDVD0302	2					
$ ITEM	IMP907129	1					
$ ITEM	DWL1665	1					
$ ITEM	ACE11056F	1					
$ ITEM	QLDVD0295	2					
$ ITEM	69313	1					
$ ITEM	JB000227	1					
$ ITEM	GW811	1					
$ ITEM	HL00641726	1					
$ ITEM	GW812	1					
$ ITEM	IMPH0334	1					
$ ITEM	SVD5085	1					
$ ITEM	QLDVD6891	1					
$ ITEM	B000124509	1					
$ ITEM	DV10241	1					
$ ITEM	IMP906072	1					
$ ITEM	HL00641851	1					
$ ITEM	RDR0255	1					
$ ITEM	SD42	1					
$ ITEM	QLDVD6442	1					
$ ITEM	GW506	1					
$ ITEM	CS1719	1					
$ ITEM	IMP906073	1					
$ ITEM	GOLF1537	1					
$ ITEM	STDC0107	1					
$ ITEM	HL00641895	1					
$ ITEM	SVD5132	1					
$ ITEM	JD11026	1					
$ ITEM	MSD1285	1					
$ ITEM	GW908	1					
$ ITEM	RDR0012	1					
$ ITEM	QLDVD6992	1					
$ ITEM	IMPH0390	1					
$ ITEM	GW504	1					
$ ITEM	MP42065	1					
$ ITEM	IMP904914	1					
$ ITEM	N9703DVD	1					
$ ITEM	QLDVD6449	1					
$ ITEM	MP42069	1					
$ ITEM	LSD12	1					
$ ITEM	5413	1					
$ ITEM	STDC0114	1					
$ ITEM	MSD1228	2					
$ ITEM	RDR0027	1					
$ ITEM	GW313	1					
$ ITEM	IPL296	1					
$ ITEM	903374	1					
$ ITEM	HL02500899	1					
$ ITEM	1377	1					
$ ITEM	HL00641882	1					
$ ITEM	QLDVD6446	1					
$ ITEM	IMP906729	1					
$ ITEM	IMP905858	1					
$ ITEM	JRDVD8017	1					
$ ITEM	DV86931	1					
$ ITEM	KF005	1					
$ ITEM	N9704DVD	1					
$ ITEM	IMP904497	1					
$ ITEM	IMP906840	1					
$ ITEM	IMP905772	2					
$ ITEM	HL00641887	1					
$ ITEM	IMP908065	1					
$ ITEM	82429	1					
$ ITEM	8623	1					
$ ITEM	HL00641819	1					
$ ITEM	QLDVD6236	1					
$ ITEM	IPL272	1					
$ ITEM	QLDVD6967	1					
$ ITEM	SVD40	1					
$ ITEM	IMP907024	1					
$ ITEM	K0001	1					
$ ITEM	HL00641928	1					
$ ITEM	QLDVD6469	1					
$ ITEM	SD55	1					
$ ITEM	IMP908070	1					
$ ITEM	KICK1662	1					
$ ITEM	MVD0475	1					
$ ITEM	MSD1272	1					
$ ITEM	QLDVD0306	1					
$ ITEM	DR4315	1					
$ ITEM	DT64799	1					
$ ITEM	DJ903	1					
$ ITEM	STDC1067	1					
$ ITEM	TF55085	1					
$ ITEM	DUK0220	1					
$ ITEM	QLDVD6113	1					
$ ITEM	DAVID0055	1					
$ ITEM	DAVID0064	1					
$ ITEM	DAVID0135	1					
$ ITEM	DAVID0136	1					
$ ITEM	QLDVD6904	1					
$ ITEM	HVTTJ699	1					
$ ITEM	HL00321279	1					
$ ITEM	STDC1128	1					
$ ITEM	STDC1159	1					
$ ITEM	STDC1173	1					
$ ITEM	STDC1258	1					
$ ITEM	DWL1533	1					
$ ITEM	MIL1850	3					
MSE	Goods- In Area	1 Eagle Park Drive		Warrington		WA2 8JA	UK
